"id","fqdn/ip","port","severity","finding","cve","cwe"
"service","smt.esante.gouv.fr/13.224.53.13","443","INFO","HTTP","",""
"pre_128cipher","smt.esante.gouv.fr/13.224.53.13","443","INFO","No 128 cipher limit bug","",""
"SSLv2","smt.esante.gouv.fr/13.224.53.13","443","OK","not offered","",""
"SSLv3","smt.esante.gouv.fr/13.224.53.13","443","OK","not offered","",""
"TLS1","smt.esante.gouv.fr/13.224.53.13","443","INFO","not offered","",""
"TLS1_1","smt.esante.gouv.fr/13.224.53.13","443","INFO","not offered","",""
"TLS1_2","smt.esante.gouv.fr/13.224.53.13","443","OK","offered","",""
"TLS1_3","smt.esante.gouv.fr/13.224.53.13","443","OK","offered with final","",""
"ALPN_HTTP2","smt.esante.gouv.fr/13.224.53.13","443","OK","h2","",""
"ALPN","smt.esante.gouv.fr/13.224.53.13","443","INFO","http/1.1","",""
"cipherlist_NULL","smt.esante.gouv.fr/13.224.53.13","443","OK","not offered","","CWE-327"
"cipherlist_aNULL","smt.esante.gouv.fr/13.224.53.13","443","OK","not offered","","CWE-327"
"cipherlist_EXPORT","smt.esante.gouv.fr/13.224.53.13","443","OK","not offered","","CWE-327"
"cipherlist_LOW","smt.esante.gouv.fr/13.224.53.13","443","OK","not offered","","CWE-327"
"cipherlist_3DES_IDEA","smt.esante.gouv.fr/13.224.53.13","443","INFO","not offered","","CWE-310"
"cipherlist_OBSOLETED","smt.esante.gouv.fr/13.224.53.13","443","INFO","not offered","","CWE-310"
"cipherlist_STRONG_NOFS","smt.esante.gouv.fr/13.224.53.13","443","INFO","not offered","",""
"cipherlist_STRONG_FS","smt.esante.gouv.fr/13.224.53.13","443","OK","offered","",""
"cipher_order-tls1_2","smt.esante.gouv.fr/13.224.53.13","443","OK","server","",""
"cipherorder_TLSv1_2","smt.esante.gouv.fr/13.224.53.13","443","INFO","ECDHE-RSA-AES128-GCM-SHA256","",""
"cipher_order","smt.esante.gouv.fr/13.224.53.13","443","OK","server","",""
"FS","smt.esante.gouv.fr/13.224.53.13","443","OK","offered","",""
"FS_ciphers","smt.esante.gouv.fr/13.224.53.13","443","INFO","ECDHE-RSA-AES128-GCM-SHA256 ECDHE-RSA-AES256-GCM-SHA384","",""
"FS_ECDHE_curves","smt.esante.gouv.fr/13.224.53.13","443","OK","prime256v1 secp384r1","",""
"TLS_extensions","smt.esante.gouv.fr/13.224.53.13","443","INFO","'server name/#0' 'status request/#5' 'EC point formats/#11' 'application layer protocol negotiation/#16' 'extended master secret/#23' 'session ticket/#35' 'supported versions/#43' 'key share/#51' 'renegotiation info/#65281'","",""
"TLS_session_ticket","smt.esante.gouv.fr/13.224.53.13","443","INFO","valid for 82849 seconds only (<daily)","",""
"SSL_sessionID_support","smt.esante.gouv.fr/13.224.53.13","443","INFO","yes","",""
"sessionresumption_ticket","smt.esante.gouv.fr/13.224.53.13","443","INFO","supported","",""
"sessionresumption_ID","smt.esante.gouv.fr/13.224.53.13","443","INFO","not supported","",""
"TLS_timestamp","smt.esante.gouv.fr/13.224.53.13","443","INFO","random","",""
"certificate_compression","smt.esante.gouv.fr/13.224.53.13","443","INFO","none","",""
"clientAuth","smt.esante.gouv.fr/13.224.53.13","443","INFO","none","",""
"cert_numbers","smt.esante.gouv.fr/13.224.53.13","443","INFO","1","",""
"cert_signatureAlgorithm","smt.esante.gouv.fr/13.224.53.13","443","OK","SHA384 with RSA","",""
"cert_keySize","smt.esante.gouv.fr/13.224.53.13","443","INFO","RSA 2048 bits (exponent is 65537)","",""
"cert_keyUsage","smt.esante.gouv.fr/13.224.53.13","443","INFO","Digital Signature, Key Encipherment","",""
"cert_extKeyUsage","smt.esante.gouv.fr/13.224.53.13","443","INFO","TLS Web Server Authentication, TLS Web Client Authentication","",""
"cert_serialNumber","smt.esante.gouv.fr/13.224.53.13","443","INFO","7B5D74CBD15E1FCF2AB8C05CBBC45EE8","",""
"cert_serialNumberLen","smt.esante.gouv.fr/13.224.53.13","443","INFO","16","",""
"cert_fingerprintSHA1","smt.esante.gouv.fr/13.224.53.13","443","INFO","B05D15AEAA0FFDEF59B432967105380B08AD52FA","",""
"cert_fingerprintSHA256","smt.esante.gouv.fr/13.224.53.13","443","INFO","F01C1525497FE1C89C272DD4219042A740AF6B4ECB5EE55FB7F51F5BA2B318BB","",""
