"id","fqdn/ip","port","severity","finding","cve","cwe"
"service","mos.esante.gouv.fr/37.59.26.43","443","INFO","HTTP","",""
"pre_128cipher","mos.esante.gouv.fr/37.59.26.43","443","INFO","No 128 cipher limit bug","",""
"SSLv2","mos.esante.gouv.fr/37.59.26.43","443","OK","not offered","",""
"SSLv3","mos.esante.gouv.fr/37.59.26.43","443","OK","not offered","",""
"TLS1","mos.esante.gouv.fr/37.59.26.43","443","INFO","not offered","",""
"TLS1_1","mos.esante.gouv.fr/37.59.26.43","443","INFO","not offered","",""
"TLS1_2","mos.esante.gouv.fr/37.59.26.43","443","OK","offered","",""
"TLS1_3","mos.esante.gouv.fr/37.59.26.43","443","OK","offered with final","",""
"ALPN","mos.esante.gouv.fr/37.59.26.43","443","INFO","not offered","",""
"cipherlist_NULL","mos.esante.gouv.fr/37.59.26.43","443","OK","not offered","","CWE-327"
"cipherlist_aNULL","mos.esante.gouv.fr/37.59.26.43","443","OK","not offered","","CWE-327"
"cipherlist_EXPORT","mos.esante.gouv.fr/37.59.26.43","443","OK","not offered","","CWE-327"
"cipherlist_LOW","mos.esante.gouv.fr/37.59.26.43","443","OK","not offered","","CWE-327"
"cipherlist_3DES_IDEA","mos.esante.gouv.fr/37.59.26.43","443","INFO","not offered","","CWE-310"
"cipherlist_OBSOLETED","mos.esante.gouv.fr/37.59.26.43","443","INFO","not offered","","CWE-310"
"cipherlist_STRONG_NOFS","mos.esante.gouv.fr/37.59.26.43","443","INFO","not offered","",""
"cipherlist_STRONG_FS","mos.esante.gouv.fr/37.59.26.43","443","OK","offered","",""
"cipher_order-tls1_2","mos.esante.gouv.fr/37.59.26.43","443","OK","server","",""
"cipherorder_TLSv1_2","mos.esante.gouv.fr/37.59.26.43","443","INFO","ECDHE-RSA-AES128-GCM-SHA256","",""
"cipher_order","mos.esante.gouv.fr/37.59.26.43","443","OK","server","",""
"FS","mos.esante.gouv.fr/37.59.26.43","443","OK","offered","",""
"FS_ciphers","mos.esante.gouv.fr/37.59.26.43","443","INFO","DHE-RSA-AES128-GCM-SHA256 DHE-RSA-AES256-GCM-SHA384 ECDHE-RSA-AES128-GCM-SHA256 ECDHE-RSA-AES256-GCM-SHA384","",""
