"id","fqdn/ip","port","severity","finding","cve","cwe"
"service","support.si-samu.fr/164.132.235.17","443","INFO","HTTP","",""
"pre_128cipher","support.si-samu.fr/164.132.235.17","443","INFO","No 128 cipher limit bug","",""
"SSLv2","support.si-samu.fr/164.132.235.17","443","OK","not offered","",""
"SSLv3","support.si-samu.fr/164.132.235.17","443","OK","not offered","",""
"TLS1","support.si-samu.fr/164.132.235.17","443","INFO","not offered","",""
"TLS1_1","support.si-samu.fr/164.132.235.17","443","INFO","not offered","",""
"TLS1_2","support.si-samu.fr/164.132.235.17","443","OK","offered","",""
"TLS1_3","support.si-samu.fr/164.132.235.17","443","OK","offered with final","",""
"ALPN_HTTP2","support.si-samu.fr/164.132.235.17","443","OK","h2","",""
"cipherlist_NULL","support.si-samu.fr/164.132.235.17","443","OK","not offered","","CWE-327"
"cipherlist_aNULL","support.si-samu.fr/164.132.235.17","443","OK","not offered","","CWE-327"
"cipherlist_EXPORT","support.si-samu.fr/164.132.235.17","443","OK","not offered","","CWE-327"
"cipherlist_LOW","support.si-samu.fr/164.132.235.17","443","OK","not offered","","CWE-327"
"cipherlist_3DES_IDEA","support.si-samu.fr/164.132.235.17","443","INFO","not offered","","CWE-310"
"cipherlist_OBSOLETED","support.si-samu.fr/164.132.235.17","443","LOW","offered","","CWE-310"
"cipherlist_STRONG_NOFS","support.si-samu.fr/164.132.235.17","443","INFO","not offered","",""
"cipherlist_STRONG_FS","support.si-samu.fr/164.132.235.17","443","OK","offered","",""
"cipher_order-tls1_2","support.si-samu.fr/164.132.235.17","443","OK","server","",""
"cipherorder_TLSv1_2","support.si-samu.fr/164.132.235.17","443","INFO","ECDHE-ECDSA-AES256-GCM-SHA384","",""
"cipher_order","support.si-samu.fr/164.132.235.17","443","OK","server","",""
"FS","support.si-samu.fr/164.132.235.17","443","OK","offered","",""
"FS_ciphers","support.si-samu.fr/164.132.235.17","443","INFO","ECDHE-ECDSA-AES128-GCM-SHA256 ECDHE-ECDSA-AES128-SHA256 ECDHE-ECDSA-AES256-GCM-SHA384 ECDHE-ECDSA-AES256-SHA384","",""
"FS_ECDHE_curves","support.si-samu.fr/164.132.235.17","443","OK","prime256v1","",""
