"id","fqdn/ip","port","severity","finding","cve","cwe"
"service","testssl.asipsante.fr/193.149.119.234","443","INFO","certificate-based authentication => skipping all HTTP checks","",""
"pre_128cipher","testssl.asipsante.fr/193.149.119.234","443","INFO","No 128 cipher limit bug","",""
"SSLv2","testssl.asipsante.fr/193.149.119.234","443","OK","not offered","",""
"SSLv3","testssl.asipsante.fr/193.149.119.234","443","OK","not offered","",""
"TLS1","testssl.asipsante.fr/193.149.119.234","443","INFO","not offered","",""
"TLS1_1","testssl.asipsante.fr/193.149.119.234","443","INFO","not offered","",""
"TLS1_2","testssl.asipsante.fr/193.149.119.234","443","OK","offered","",""
"TLS1_3","testssl.asipsante.fr/193.149.119.234","443","INFO","not offered + downgraded to weaker protocol","",""
"ALPN","testssl.asipsante.fr/193.149.119.234","443","INFO","not offered","",""
"cipherlist_NULL","testssl.asipsante.fr/193.149.119.234","443","OK","not offered","","CWE-327"
"cipherlist_aNULL","testssl.asipsante.fr/193.149.119.234","443","OK","not offered","","CWE-327"
"cipherlist_EXPORT","testssl.asipsante.fr/193.149.119.234","443","OK","not offered","","CWE-327"
"cipherlist_LOW","testssl.asipsante.fr/193.149.119.234","443","OK","not offered","","CWE-327"
"cipherlist_3DES_IDEA","testssl.asipsante.fr/193.149.119.234","443","MEDIUM","offered","","CWE-310"
"cipherlist_AVERAGE","testssl.asipsante.fr/193.149.119.234","443","LOW","offered","","CWE-310"
"cipherlist_GOOD","testssl.asipsante.fr/193.149.119.234","443","OK","offered","",""
"cipherlist_STRONG","testssl.asipsante.fr/193.149.119.234","443","OK","offered","",""
"cipherorder_TLSv1_2","testssl.asipsante.fr/193.149.119.234","443","INFO","ECDHE-RSA-AES128-GCM-SHA256","",""
"cipher_order","testssl.asipsante.fr/193.149.119.234","443","OK","server","",""
"protocol_negotiated","testssl.asipsante.fr/193.149.119.234","443","OK","Default protocol TLS1.2","",""
"cipher_negotiated","testssl.asipsante.fr/193.149.119.234","443","OK","ECDHE-RSA-AES128-GCM-SHA256, 256 bit ECDH (P-256)","",""
"FS","testssl.asipsante.fr/193.149.119.234","443","OK","offered","",""
"FS_ciphers","testssl.asipsante.fr/193.149.119.234","443","INFO","ECDHE-RSA-AES128-GCM-SHA256 ECDHE-RSA-AES128-SHA256 ECDHE-RSA-AES128-SHA ECDHE-RSA-AES256-GCM-SHA384 ECDHE-RSA-AES256-SHA","",""
"FS_ECDHE_curves","testssl.asipsante.fr/193.149.119.234","443","OK","prime256v1","",""
"TLS_extensions","testssl.asipsante.fr/193.149.119.234","443","INFO","'server name/#0' 'renegotiation info/#65281' 'EC point formats/#11' 'session ticket/#35' 'heartbeat/#15'","",""
"TLS_session_ticket","testssl.asipsante.fr/193.149.119.234","443","INFO","no -- no lifetime advertised","",""
"SSL_sessionID_support","testssl.asipsante.fr/193.149.119.234","443","INFO","no","",""
